Date,Grade,Team 1,Elo_1,G_1,P_1,Sc_1,Team 2,Elo_2,G_2,P_2,Sc_2,Home,Margin,Weight,T1_win_odds,Result_T1,Result_T2
13-03-2016,League,Wexford,1677,3,11,20,Offaly,1524,2,22,28,Y,1.4,40,80.14%,-45,45
13-03-2016,League,Clare,1870,2,29,35,Kerry,1507,1,9,12,Y,2,40,91.39%,7,-7
13-03-2016,League,Derry,1118,0,13,13,London,1142,0,16,16,Y,1.230769231,40,64.11%,-32,32
13-03-2016,League,Antrim,1322,1,11,14,Carlow,1286,1,17,20,Y,1.428571429,40,70.19%,-40,40
13-03-2016,League,Armagh,1038,0,26,26,Meath,1193,1,10,13,Y,2,40,49.42%,40,-40
13-03-2016,League,Mayo,968,0,13,13,Wicklow,989,2,13,19,Y,1.461538462,40,64.43%,-38,38
13-03-2016,League,Donegal,835,0,14,14,Down,1257,3,22,31,Y,2,40,22.22%,-18,18
13-03-2016,League,Fingal,806,1,18,21,Monaghan,721,3,14,23,Y,1.095238095,40,74.69%,-33,33
13-03-2016,League,Louth,528,2,19,25,Tyrone,915,2,16,22,Y,1.136363636,40,25.13%,34,-34
13-03-2016,League,Leitrim,343,3,15,24,Sligo,395,2,13,19,Y,1.263157895,40,61.09%,20,-20
13-03-2016,League,Fermanagh,572,3,17,26,Longford,610,3,13,22,Y,1.181818182,40,62.62%,18,-18
20-03-2016,League,Tipperary,2075,2,27,33,Cork,1869,2,15,21,Y,1.571428571,40,83.75%,10,-10
20-03-2016,League,Waterford,2028,0,24,24,Galway,1998,1,21,24,Y,1,40,69.61%,-8,8
20-03-2016,League,Kilkenny,2258,0,23,23,Dublin,1957,1,14,17,Y,1.352941176,40,88.86%,6,-6
20-03-2016,League,Offaly,1569,2,17,23,Kerry,1500,2,18,24,Y,1.043478261,40,73.27%,-31,31
20-03-2016,League,Laois,1429,0,21,21,Wexford,1632,0,22,22,Y,1.047619048,40,43.93%,-18,18
20-03-2016,League,Clare,1877,1,19,22,Limerick,1886,0,18,18,Y,1.222222222,40,65.69%,17,-17
20-03-2016,League,Kildare,1202,2,18,24,Derry,1086,1,16,19,Y,1.263157895,40,77.29%,11,-11
20-03-2016,League,London,1174,1,21,24,Antrim,1282,1,19,22,Y,1.090909091,40,54.82%,20,-20
20-03-2016,League,Carlow,1326,0,20,20,Westmeath,1422,1,15,18,Y,1.111111111,40,56.19%,19,-19
20-03-2016,League,Armagh,1078,1,17,20,Mayo,930,1,10,13,Y,1.538461538,40,79.78%,12,-12
20-03-2016,League,Wicklow,1027,2,27,33,Donegal,817,0,17,17,Y,1.941176471,40,84.00%,12,-12
20-03-2016,League,Down,1275,2,17,23,Meath,1153,1,14,17,Y,1.352941176,40,77.78%,12,-12
20-03-2016,League,Roscommon,1105,4,13,25,Tyrone,881,1,14,17,Y,1.470588235,40,84.84%,9,-9
20-03-2016,League,Monaghan,754,2,13,19,Warwickshire,524,2,6,12,Y,1.583333333,40,85.19%,9,-9
20-03-2016,League,Louth,562,5,12,27,Fingal,773,2,8,14,Y,1.928571429,40,43.02%,44,-44
20-03-2016,League,Leitrim,363,1,11,14,Fermanagh,590,2,16,22,Y,1.571428571,40,41.23%,-26,26
20-03-2016,League,Sligo,375,5,13,28,Longford,592,5,21,36,Y,1.285714286,40,42.35%,-22,22
27-03-2016,League,Westmeath,1403,0,10,10,Carlow,1345,0,8,8,N,1.25,40,56.64%,22,-22
27-03-2016,League,Armagh,1090,0,20,20,Down,1287,1,15,18,N,1.111111111,40,28.76%,32,-32
27-03-2016,League,Roscommon,1114,4,15,27,Monaghan,763,0,7,7,N,2,40,83.43%,13,-13
27-03-2016,League,Fermanagh,616,2,13,19,Longford,614,3,8,17,N,1.117647059,40,50.23%,22,-22
02-04-2016,League,Kerry,1531,2,27,33,Laois,1411,1,19,22,Y,1.5,40,77.62%,13,-13
02-04-2016,League,Dublin,1951,1,19,22,Limerick,1869,1,21,24,Y,1.090909091,40,74.43%,-32,32
03-04-2016,League,Wexford,1650,1,13,16,Waterford,2020,0,17,17,Y,1.0625,40,26.64%,-11,11
03-04-2016,League,Kilkenny,2264,6,20,38,Offaly,1538,0,14,14,Y,2,40,98.26%,1,-1
03-04-2016,League,Clare,1894,2,13,19,Tipperary,2085,0,18,18,Y,1.055555556,40,45.29%,23,-23
03-04-2016,League,Galway,2006,0,25,25,Cork,1859,2,22,28,Y,1.12,40,79.70%,-36,36
10-04-2016,League,Laois,1398,0,23,23,Westmeath,1425,0,16,16,Y,1.4375,40,63.79%,21,-21
10-04-2016,League,Donegal,805,4,9,21,Roscommon,1127,3,13,22,Y,1.047619048,40,31.17%,-13,13
10-04-2016,League,Tyrone,872,1,23,26,Fermanagh,638,1,19,22,Y,1.181818182,40,85.43%,7,-7
17-04-2016,League,Waterford,2031,3,23,32,Limerick,1901,1,18,21,N,1.523809524,40,64.54%,22,-22
17-04-2016,League,Kilkenny,2265,2,19,25,Clare,1917,4,22,34,N,1.36,40,83.24%,-45,45
23-04-2016,Secondary,Antrim,1262,3,20,29,Kildare,1213,0,17,17,Y,1.705882353,50,71.43%,24,-24
23-04-2016,Secondary,Down,1255,2,12,18,London,1194,2,17,23,Y,1.277777778,50,72.55%,-46,46
23-04-2016,Secondary,Roscommon,1140,2,20,26,Derry,1075,0,15,15,Y,1.733333333,50,72.91%,23,-23
23-04-2016,Secondary,Meath,1141,3,18,27,Wicklow,1039,2,12,18,Y,1.5,50,76.14%,18,-18
23-04-2016,Secondary,Fermanagh,631,1,12,15,Monaghan,750,5,12,27,Y,1.8,50,53.56%,-48,48
23-04-2016,Secondary,Armagh,1122,2,19,25,Donegal,792,3,13,22,Y,1.136363636,50,90.12%,6,-6
23-04-2016,Secondary,Tyrone,879,0,17,17,Mayo,918,4,19,31,Y,1.823529412,50,62.51%,-57,57
23-04-2016,Secondary,Fingal,729,3,21,30,Longford,592,3,15,24,Y,1.25,50,78.95%,13,-13
23-04-2016,Secondary,Leitrim,337,1,15,18,Warwickshire,515,3,19,28,Y,1.555555556,50,46.78%,-36,36
23-04-2016,Secondary,Louth,606,0,22,22,Sligo,353,0,15,15,Y,1.466666667,50,86.48%,10,-10
30-04-2016,Secondary,Derry,1052,1,15,18,Down,1209,1,18,21,Y,1.166666667,50,49.19%,-29,29
30-04-2016,Secondary,Antrim,1286,2,14,20,Roscommon,1163,1,12,15,Y,1.333333333,50,77.85%,15,-15
30-04-2016,Secondary,Wicklow,1021,0,9,9,Kildare,1189,0,17,17,Y,1.888888889,50,47.93%,-45,45
30-04-2016,Secondary,Mayo,975,0,22,22,Armagh,1128,1,11,14,Y,1.571428571,50,49.65%,40,-40
30-04-2016,Secondary,Monaghan,798,3,14,23,Fingal,742,2,19,25,Y,1.086956522,50,72.08%,-39,39
30-04-2016,Secondary,Donegal,786,3,15,24,Fermanagh,583,3,11,20,Y,1.2,50,83.56%,10,-10
30-04-2016,Secondary,Longford,579,4,18,30,Tyrone,822,3,17,26,Y,1.153846154,50,39.45%,35,-35
30-04-2016,Secondary,Warwickshire,551,2,10,16,Louth,616,3,12,21,Y,1.3125,50,59.66%,-39,39
30-04-2016,Secondary,Lancashire,216,2,10,16,Leitrim,301,2,18,24,N,1.5,50,40.34%,-30,30
01-05-2016,League,Waterford,2053,0,22,22,Clare,1962,0,22,22,N,1,40,60.33%,-4,4
01-05-2016,Provincial,Kerry,1544,2,19,25,Carlow,1323,0,17,17,Y,1.470588235,60,84.66%,14,-14
01-05-2016,Provincial,Westmeath,1404,2,22,28,Offaly,1537,1,11,14,Y,2,60,51.96%,58,-58
01-05-2016,Secondary,London,1194,1,16,19,Meath,1141,2,17,23,Y,1.210526316,50,71.81%,-43,43
07-05-2016,Provincial,Kerry,1558,1,13,16,Westmeath,1462,1,18,21,Y,1.3125,60,75.64%,-60,60
07-05-2016,Provincial,Offaly,1479,1,17,20,Carlow,1309,2,11,17,Y,1.176470588,60,81.36%,13,-13
07-05-2016,Secondary,Kildare,1213,1,17,20,London,1194,0,15,15,Y,1.333333333,50,68.53%,21,-21
07-05-2016,Secondary,Down,1255,1,14,17,Roscommon,1140,1,7,10,Y,1.7,50,77.21%,19,-19
07-05-2016,Secondary,Longford,592,2,11,17,Armagh,1122,3,19,28,Y,1.647058824,50,14.81%,-12,12
07-05-2016,Secondary,Monaghan,750,3,14,23,Donegal,792,4,14,26,Y,1.130434783,50,62.18%,-35,35
07-05-2016,Secondary,Sligo,353,3,18,27,Warwickshire,515,3,11,20,Y,1.35,50,48.62%,35,-35
07-05-2016,Secondary,Louth,606,3,15,24,Lancashire,216,0,10,10,Y,2,50,92.32%,8,-8
08-05-2016,League,Waterford,2049,2,19,25,Clare,1966,1,23,26,N,1.04,40,59.44%,-25,25
14-05-2016,Secondary,Lancashire,216,0,15,15,Sligo,343,1,25,28,Y,1.866666667,50,52.65%,-49,49
14-05-2016,Secondary,Leitrim,301,1,12,15,Louth,616,0,16,16,Y,1.066666667,50,31.87%,-17,17
21-05-2016,Provincial,Dublin,1919,2,19,25,Wexford,1639,0,12,12,Y,2,60,87.87%,15,-15
21-05-2016,Secondary,Antrim,1301,1,24,27,Down,1238,0,23,23,Y,1.173913043,50,72.73%,16,-16
21-05-2016,Secondary,Derry,1023,0,15,15,Wicklow,1021,2,22,28,Y,1.866666667,50,66.82%,-62,62
21-05-2016,Secondary,Donegal,786,2,11,17,Mayo,975,1,18,21,Y,1.235294118,50,45.52%,-28,28
21-05-2016,Secondary,Fingal,742,1,11,14,Armagh,1128,3,19,28,Y,2,50,25.22%,-25,25
21-05-2016,Secondary,Tyrone,822,3,23,32,Fermanagh,583,1,14,17,Y,1.882352941,50,85.71%,13,-13
21-05-2016,Secondary,Sligo,392,1,22,25,Leitrim,284,2,5,11,Y,2,50,76.64%,23,-23
21-05-2016,Secondary,Warwickshire,551,7,16,37,Lancashire,167,2,11,17,Y,2,50,92.12%,8,-8
22-05-2016,Provincial,Tipperary,2062,0,22,22,Cork,1895,0,13,13,Y,1.692307692,60,81.15%,19,-19
22-05-2016,Provincial,Carlow,1323,2,15,21,Westmeath,1404,0,22,22,Y,1.047619048,60,57.88%,-36,36
22-05-2016,Provincial,Offaly,1537,3,19,28,Kerry,1544,0,20,20,Y,1.4,60,65.89%,29,-29
22-05-2016,Secondary,Kildare,1189,0,21,21,Meath,1159,1,21,24,N,1.142857143,50,53.45%,-31,31
04-06-2016,Secondary,Louth,633,4,15,27,Sligo,415,4,11,23,N,1.173913043,50,73.18%,16,-16
04-06-2016,Secondary,Armagh,1153,1,15,18,Mayo,1003,2,16,22,N,1.222222222,50,66.61%,-41,41
04-06-2016,Secondary,Antrim,1317,1,20,23,Meath,1190,2,17,23,N,1,50,64.22%,-7,7
05-06-2016,Provincial,Westmeath,1440,0,19,19,Galway,1970,3,27,36,Y,1.894736842,60,14.81%,-17,17
05-06-2016,Provincial,Offaly,1566,3,22,31,Laois,1419,2,14,20,Y,1.55,60,79.70%,19,-19
05-06-2016,Provincial,Waterford,2024,1,21,24,Clare,1991,0,17,17,N,1.411764706,60,53.79%,39,-39
11-06-2016,Provincial,Dublin,1934,0,16,16,Kilkenny,2220,1,25,28,N,1.75,60,21.13%,-22,22
11-06-2016,Secondary,Derry,961,1,14,17,Mayo,1044,1,21,24,N,1.411764706,50,40.56%,-29,29
11-06-2016,Secondary,Fermanagh,570,0,12,12,Louth,649,7,19,40,N,2,50,41.00%,-41,41
19-06-2016,Provincial,Galway,1987,2,19,25,Offaly,1585,2,9,15,N,1.666666667,60,86.43%,14,-14
19-06-2016,Provincial,Tipperary,2081,3,12,21,Limerick,1879,1,16,19,Y,1.105263158,60,83.49%,11,-11
19-06-2016,Ulster,Derry,932,0,14,14,Antrim,1310,3,28,37,N,2,35,14.92%,-10,10
19-06-2016,Ulster,Fermanagh,529,3,14,23,Donegal,758,3,18,27,Y,1.173913043,35,41.00%,-17,17
19-06-2016,Ulster,Armagh,1112,4,12,24,Down,1222,0,17,17,Y,1.411764706,35,54.59%,22,-22
25-06-2016,Secondary,Antrim,1320,5,17,32,Meath,1197,4,21,33,N,1.03125,50,63.79%,-33,33
26-06-2016,Ulster,Donegal,775,5,13,28,Monaghan,798,2,14,20,N,1.4,35,47.35%,26,-26
03-07-2016,Qualifier,Wexford,1624,1,21,24,Offaly,1571,1,13,16,Y,1.5,60,71.81%,25,-25
03-07-2016,Qualifier,Westmeath,1423,0,18,18,Limerick,1868,1,24,27,Y,1.5,60,20.45%,-18,18
03-07-2016,Qualifier,Clare,1952,5,32,47,Laois,1400,0,12,12,Y,2,60,96.21%,5,-5
03-07-2016,Qualifier,Cork,1876,1,26,29,Dublin,1912,1,23,26,Y,1.115384615,60,62.83%,25,-25
03-07-2016,Provincial,Kilkenny,2242,1,26,29,Galway,2001,0,22,22,N,1.318181818,60,75.21%,20,-20
09-07-2016,Qualifier,Clare,1957,0,19,19,Limerick,1886,0,15,15,N,1.266666667,60,58.10%,32,-32
09-07-2016,Qualifier,Cork,1901,1,17,20,Wexford,1649,0,23,23,N,1.15,60,76.14%,-53,53
10-07-2016,Provincial,Tipperary,2092,5,19,34,Waterford,2063,0,13,13,N,2,60,53.33%,56,-56
10-07-2016,Ulster,Antrim,1287,6,21,39,Armagh,1134,4,14,26,N,1.5,35,66.92%,17,-17
24-07-2016,All-Ireland,Galway,1981,2,17,23,Clare,1989,0,17,17,N,1.352941176,80,49.08%,55,-55
24-07-2016,All-Ireland,Waterford,2007,0,21,21,Wexford,1702,0,11,11,N,1.909090909,80,80.29%,30,-30
07-08-2016,All-Ireland,Kilkenny,2262,1,21,24,Waterford,2037,0,24,24,N,1,80,73.81%,-19,19
13-08-2016,All-Ireland,Kilkenny,2243,2,19,25,Waterford,2056,2,17,23,N,1.086956522,80,70.29%,26,-26
14-08-2016,All-Ireland,Tipperary,2148,2,19,25,Galway,2036,2,18,24,N,1.041666667,80,62.62%,31,-31
04-09-2016,All-Ireland,Kilkenny,2243,2,20,26,Tipperary,2179,2,29,35,N,1.346153846,80,57.32%,-62,62
14-02-2015,League,Cork,1975,2,17,23,Kilkenny,2263,1,22,25,Y,1.086956522,40,34.63%,-15,15
14-02-2015,League,Laois,1489,0,23,23,Offaly,1564,1,24,27,Y,1.173913043,40,58.55%,-27,27
14-02-2015,League,Limerick,1897,2,16,22,Waterford,1756,0,22,22,Y,1,40,79.25%,-12,12
15-02-2015,League,Dublin,1868,2,20,26,Tipperary,2070,0,14,14,Y,1.857142857,40,44.04%,42,-42
15-02-2015,League,Galway,1920,2,15,21,Clare,1912,1,17,20,Y,1.05,40,67.43%,14,-14
15-02-2015,League,Wexford,1662,1,24,27,Antrim,1457,2,20,26,Y,1.038461538,40,83.68%,7,-7
15-02-2015,League,Kerry,1427,0,14,14,Derry,1161,0,14,14,Y,1,40,87.17%,-15,15
15-02-2015,League,Westmeath,1242,2,20,26,London,1121,1,6,9,Y,2,40,77.70%,18,-18
15-02-2015,League,Carlow,1286,3,17,26,Wicklow,1115,1,6,9,Y,2,40,81.43%,15,-15
15-02-2015,League,Donegal,983,1,12,15,Mayo,996,3,14,23,Y,1.533333333,40,65.27%,-40,40
15-02-2015,League,Down,1266,1,13,16,Armagh,848,0,9,9,Y,1.777777778,40,93.19%,5,-5
15-02-2015,League,Meath,1244,0,14,14,Kildare,1246,0,24,24,Y,1.714285714,40,66.41%,-46,46
15-02-2015,League,Fermanagh,685,1,16,19,Fingal,908,3,13,22,Y,1.157894737,40,41.67%,-19,19
15-02-2015,League,Roscommon,890,1,21,24,Louth,735,1,9,12,Y,2,40,80.29%,16,-16
15-02-2015,League,Tyrone,895,1,13,16,Monaghan,629,2,10,16,Y,1,40,87.17%,-15,15
21-02-2015,League,Cork,1960,1,24,27,Clare,1898,0,17,17,Y,1.588235294,40,72.64%,17,-17
21-02-2015,League,Waterford,1768,3,21,30,Laois,1462,0,12,12,Y,2,40,89.09%,9,-9
22-02-2015,League,Kilkenny,2278,3,11,20,Dublin,1910,0,25,25,Y,1.25,40,91.57%,-46,46
22-02-2015,League,Tipperary,2028,2,18,24,Galway,1934,0,20,20,Y,1.2,40,75.47%,12,-12
22-02-2015,League,Antrim,1450,1,12,15,Limerick,1885,0,23,23,Y,1.533333333,40,21.21%,-13,13
22-02-2015,League,Offaly,1591,0,12,12,Wexford,1669,2,15,21,Y,1.75,40,58.21%,-41,41
22-02-2015,League,Derry,1176,2,15,21,Westmeath,1260,3,10,19,Y,1.105263158,40,57.54%,19,-19
22-02-2015,League,London,1103,0,7,7,Carlow,1301,3,12,21,Y,2,40,44.50%,-36,36
22-02-2015,League,Wicklow,1100,1,6,9,Kerry,1412,2,20,26,Y,2,40,32.17%,-26,26
22-02-2015,League,Armagh,843,1,18,21,Donegal,943,2,10,16,Y,1.3125,40,55.73%,23,-23
22-02-2015,League,Kildare,1292,2,15,21,Down,1271,1,12,15,Y,1.4,40,68.73%,18,-18
22-02-2015,League,Mayo,1036,0,9,9,Meath,1198,3,8,17,Y,1.888888889,40,48.62%,-37,37
22-02-2015,League,FIngal,927,1,15,18,Tyrone,880,1,16,19,Y,1.055555556,40,71.24%,-30,30
22-02-2015,League,Louth,719,4,17,29,Fermanagh,666,3,7,16,Y,1.8125,40,71.81%,20,-20
22-02-2015,League,Monaghan,644,0,17,17,Roscommon,906,1,10,13,Y,1.307692308,40,37.38%,33,-33
01-03-2015,League,London,1067,1,9,12,Derry,1195,1,10,13,Y,1.083333333,40,52.53%,-23,23
07-03-2015,League,Dublin,1956,1,20,23,Cork,1977,0,34,34,Y,1.47826087,40,64.43%,-38,38
07-03-2015,League,Armagh,866,3,14,23,Kildare,1310,3,23,32,Y,1.391304348,40,20.52%,-11,11
08-03-2015,League,Clare,1881,0,20,20,Tipperary,2040,2,19,25,Y,1.25,40,48.96%,-24,24
08-03-2015,League,Galway,1922,0,20,20,Kilkenny,2232,0,18,18,Y,1.111111111,40,32.37%,30,-30
08-03-2015,League,Wexford,1710,3,18,27,Limerick,1898,4,16,28,Y,1.037037037,40,45.64%,-19,19
08-03-2015,League,Antrim,1437,1,14,17,Laois,1453,1,18,21,Y,1.235294118,40,64.96%,-32,32
08-03-2015,League,Offaly,1550,1,14,17,Waterford,1777,2,18,24,Y,1.411764706,40,41.23%,-23,23
08-03-2015,League,Derry,1218,1,13,16,Carlow,1337,1,15,18,Y,1.125,40,53.56%,-24,24
08-03-2015,League,Wicklow,1074,2,12,18,London,1044,3,12,21,Y,1.166666667,40,69.61%,-32,32
08-03-2015,League,Kerry,1438,0,12,12,Westmeath,1241,3,18,27,Y,2,40,83.17%,-67,67
08-03-2015,League,Donegal,920,1,4,7,Meath,1235,2,15,21,Y,2,40,31.87%,-25,25
08-03-2015,League,Mayo,999,0,15,15,Down,1253,2,21,27,Y,1.8,40,38.25%,-28,28
08-03-2015,League,Fermanagh,646,2,8,14,Tyrone,910,4,14,26,Y,1.857142857,40,37.17%,-28,28
08-03-2015,League,Fingal,897,1,11,14,Roscommon,873,3,24,33,Y,2,40,69.03%,-55,55
08-03-2015,League,Louth,739,2,13,19,Monaghan,677,2,18,24,Y,1.263157895,40,72.64%,-37,37
08-03-2015,League,Leitrim,259,0,10,10,Longford,608,1,17,20,Y,2,40,28.57%,-23,23
08-03-2015,League,Warwickshire,530,5,14,29,Sligo,378,0,14,14,Y,2,40,80.07%,16,-16
14-03-2015,League,Longford,631,2,16,22,Warwickshire,546,2,11,17,Y,1.294117647,40,74.69%,13,-13
14-03-2015,League,Clare,1857,2,22,28,Dublin,1918,2,20,26,Y,1.076923077,40,60.11%,17,-17
14-03-2015,League,Limerick,1917,0,21,21,Offaly,1527,1,21,24,Y,1.142857143,40,92.32%,-42,42
15-03-2015,League,Tipperary,2064,2,22,28,Kilkenny,2202,1,13,16,Y,1.75,40,51.38%,34,-34
15-03-2015,League,Galway,1952,0,20,20,Cork,2015,2,17,23,Y,1.15,40,59.88%,-28,28
15-03-2015,League,Waterford,1800,4,30,42,Antrim,1405,0,10,10,Y,2,40,92.48%,6,-6
15-03-2015,League,Laois,1485,0,25,25,Wexford,1691,5,22,37,Y,1.48,40,43.59%,-26,26
15-03-2015,League,Westmeath,1308,1,22,25,Wicklow,1042,2,10,16,Y,1.5625,40,87.17%,8,-8
15-03-2015,League,Carlow,1361,3,17,26,Kerry,1371,1,24,27,Y,1.038461538,40,65.58%,-27,27
15-03-2015,League,Kildare,1321,3,20,29,Mayo,971,1,14,17,Y,1.705882353,40,90.91%,6,-6
15-03-2015,League,Down,1281,4,17,29,Donegal,895,2,9,15,Y,1.933333333,40,92.19%,6,-6
15-03-2015,League,Meath,1260,1,15,18,Armagh,855,1,17,20,Y,1.111111111,40,92.80%,-41,41
15-03-2015,League,Tyrone,938,1,20,23,Louth,702,2,7,13,Y,1.769230769,40,85.54%,10,-10
15-03-2015,League,Monaghan,714,18,0,54,Fingal,842,2,12,18,Y,2,40,52.53%,38,-38
15-03-2015,League,Roscommon,928,0,16,16,Fermanagh,618,0,6,6,Y,2,40,89.27%,9,-9
15-03-2015,League,Sligo,362,2,10,16,Leitrim,236,1,15,18,Y,1.125,40,78.09%,-35,35
22-03-2015,League,Cork,2043,4,21,33,Tipperary,2098,2,28,34,Y,1.03030303,40,60.77%,-25,25
22-03-2015,League,Dublin,1901,0,26,26,Galway,1924,2,14,20,Y,1.3,40,64.22%,19,-19
22-03-2015,League,Kilkenny,2168,2,20,26,Clare,1874,2,19,25,Y,1.04,40,88.54%,5,-5
22-03-2015,League,Antrim,1399,0,19,19,Offaly,1569,2,17,23,Y,1.210526316,40,47.70%,-23,23
22-03-2015,League,Limerick,1875,1,25,28,Laois,1459,1,19,22,Y,1.272727273,40,93.13%,3,-3
22-03-2015,League,Wexford,1717,0,16,16,Waterford,1806,0,22,22,Y,1.375,40,56.98%,-31,31
22-03-2015,League,Kerry,1398,3,17,26,London,1076,2,10,16,Y,1.625,40,89.79%,7,-7
22-03-2015,League,Derry,1194,1,8,11,Wicklow,1034,0,12,12,Y,1.090909091,40,80.65%,-35,35
22-03-2015,League,Westmeath,1316,1,14,17,Carlow,1334,1,13,16,Y,1.0625,40,64.75%,15,-15
22-03-2015,League,Donegal,889,3,11,20,Kildare,1327,1,19,22,Y,1.1,40,20.98%,-9,9
22-03-2015,League,Mayo,965,0,10,10,Armagh,896,0,23,23,Y,2,40,73.27%,-59,59
22-03-2015,League,Meath,1219,2,21,27,Down,1287,0,17,17,Y,1.588235294,40,59.33%,26,-26
22-03-2015,League,Fermanagh,609,0,12,12,Monaghan,752,3,13,22,Y,1.833333333,40,50.81%,-37,37
22-03-2015,League,Fingal,804,2,17,23,Louth,692,3,14,23,Y,1,40,76.97%,-11,11
22-03-2015,League,Tyrone,948,1,14,17,Roscommon,937,1,13,16,Y,1.0625,40,67.73%,14,-14
22-03-2015,League,Warwickshire,533,3,18,27,Leitrim,271,4,14,26,Y,1.038461538,40,86.96%,5,-5
28-03-2015,League,Longford,644,4,20,32,Sligo,327,0,9,9,Y,2,40,89.57%,8,-8
28-03-2015,League,Dublin,1920,1,25,28,Limerick,1878,0,16,16,Y,1.75,40,70.77%,20,-20
29-03-2015,League,Tipperary,2123,1,16,19,Offaly,1592,0,13,13,Y,1.461538462,40,95.84%,2,-2
29-03-2015,League,Cork,2018,0,18,18,Wexford,1686,0,14,14,Y,1.285714286,40,90.20%,5,-5
29-03-2015,League,Waterford,1837,0,20,20,Galway,1905,0,12,12,Y,1.666666667,40,59.33%,27,-27
29-03-2015,League,Kilkenny,2173,1,18,21,Clare,1869,1,17,20,Y,1.05,40,89.00%,5,-5
29-03-2015,League,Laois,1456,2,18,24,Antrim,1376,1,13,16,Y,1.5,40,74.25%,15,-15
29-03-2015,League,Mayo,906,2,13,19,Donegal,880,1,11,14,N,1.357142857,40,52.99%,26,-26
04-04-2015,League,Westmeath,1331,3,17,26,Kerry,1405,5,17,32,N,1.230769231,40,41.56%,-20,20
04-04-2015,League,Kildare,1336,0,22,22,Meath,1245,0,17,17,N,1.294117647,40,60.33%,21,-21
04-04-2015,League,Tyrone,962,0,18,18,Monaghan,789,1,11,14,N,1.285714286,40,68.93%,16,-16
04-04-2015,League,Longford,652,2,10,16,Warwickshire,538,1,15,18,N,1.125,40,62.83%,-28,28
11-04-2015,League,Antrim,1361,1,18,21,Kerry,1425,2,16,22,N,1.047619048,40,42.68%,-18,18
11-04-2015,League,Donegal,854,4,13,25,Tyrone,978,4,13,25,N,1,40,36.10%,6,-6
18-04-2015,League,Donegal,860,2,16,22,Tyrone,972,2,12,18,N,1.222222222,40,37.38%,31,-31
19-04-2015,League,Tipperary,2125,2,15,21,Waterford,1864,1,19,22,N,1.047619048,40,76.89%,-32,32
19-04-2015,League,Cork,2023,1,27,30,Dublin,1940,2,23,29,N,1.034482759,40,59.44%,17,-17
02-05-2015,Secondary,Meath,1224,1,21,24,Wicklow,1069,1,5,8,Y,2,50,80.29%,20,-20
02-05-2015,Secondary,Derry,1159,0,13,13,Mayo,932,0,11,11,Y,1.181818182,50,85.02%,9,-9
02-05-2015,Secondary,London,1069,2,23,29,Kildare,1357,2,23,29,Y,1,50,34.63%,8,-8
02-05-2015,Secondary,Kerry,1443,2,17,23,Down,1261,2,10,16,Y,1.4375,50,82.18%,13,-13
02-05-2015,Secondary,Monaghan,773,4,10,22,Longford,624,0,10,10,Y,2,50,79.85%,20,-20
02-05-2015,Secondary,Donegal,891,0,11,11,Tyrone,941,1,12,15,Y,1.363636364,50,61.31%,-42,42
02-05-2015,Secondary,Fingal,793,0,9,9,Roscommon,923,3,12,21,Y,2,50,52.30%,-52,52
02-05-2015,Secondary,Armagh,955,2,16,22,Louth,703,2,11,17,Y,1.294117647,50,86.43%,9,-9
02-05-2015,Secondary,Fermanagh,572,3,12,21,Warwickshire,566,2,7,13,Y,1.615384615,50,67.23%,26,-26
02-05-2015,Secondary,Leitrim,266,4,16,28,Sligo,319,2,12,18,Y,1.555555556,50,60.99%,30,-30
03-05-2015,League,Cork,2040,0,17,17,Waterford,1896,1,24,27,N,1.588235294,40,66.00%,-42,42
03-05-2015,Provincial,Westmeath,1311,2,19,25,Carlow,1319,2,17,23,Y,1.086956522,60,65.79%,22,-22
03-05-2015,Provincial,Antrim,1343,5,17,32,Laois,1471,3,22,31,Y,1.032258065,60,52.53%,29,-29
09-05-2015,Secondary,Kerry,1456,1,23,26,Meath,1244,2,18,24,Y,1.083333333,50,84.12%,9,-9
09-05-2015,Secondary,Kildare,1349,0,19,19,London,1077,3,16,25,Y,1.315789474,50,87.47%,-58,58
09-05-2015,Secondary,Down,1248,1,19,22,Wicklow,1049,0,13,13,Y,1.692307692,50,83.30%,14,-14
09-05-2015,Secondary,Roscommon,975,1,24,27,Monaghan,793,0,17,17,Y,1.588235294,50,82.18%,14,-14
09-05-2015,Secondary,Tyrone,983,0,20,20,Armagh,964,3,17,26,Y,1.3,50,68.53%,-45,45
09-05-2015,Secondary,Longford,604,1,9,12,Donegal,849,4,21,33,Y,2,50,39.23%,-39,39
09-05-2015,Secondary,Louth,694,2,8,14,Fingal,741,1,21,24,Y,1.714285714,50,61.64%,-53,53
09-05-2015,Secondary,Warwickshire,540,1,15,18,Leitrim,296,1,18,21,Y,1.166666667,50,85.99%,-50,50
09-05-2015,Secondary,Lancashire,300,1,15,18,Fermanagh,598,2,16,22,N,1.222222222,50,20.22%,-12,12
10-05-2015,Provincial,Westmeath,1333,1,21,24,Antrim,1372,0,7,7,Y,2,60,62.51%,45,-45
10-05-2015,Provincial,Carlow,1297,1,14,17,Laois,1442,1,17,20,Y,1.176470588,60,50.58%,-36,36
16-05-2015,Secondary,Derry,1168,1,12,15,London,1135,2,8,14,Y,1.071428571,50,69.90%,16,-16
