Date,Grade,Team 1,Elo_1,G_1,P_1,Sc_1,Team 2,Elo_2,G_2,P_2,Sc_2,Home,Margin,Weight,T1_win_odds,Result_T1,Result_T2
09-05-2021,League,Mayo,1021,0,21,21,Derry,1004,1,16,19,Y,1.105263158,40,68.33%,14,-14
16-05-2021,League,Waterford,1991,1,22,25,Westmeath,1394,1,19,22,Y,1.136363636,40,96.89%,1,-1
16-05-2021,League,Galway,2136,0,26,26,Limerick,2338,1,17,20,Y,1.3,40,44.04%,29,-29
16-05-2021,League,Clare,1954,1,21,24,Wexford,1932,2,19,25,Y,1.041666667,40,68.83%,-29,29
16-05-2021,League,Kilkenny,2046,1,28,31,Antrim,1594,3,15,24,Y,1.291666667,40,94.12%,3,-3
16-05-2021,League,Down,1279,3,20,29,Carlow,1426,3,18,27,Y,1.074074074,40,50.35%,21,-21
16-05-2021,League,Offaly,1422,2,28,34,Kerry,1495,0,13,13,Y,2,40,58.77%,33,-33
16-05-2021,League,Armagh,860,2,21,27,Longford,479,0,15,15,Y,1.8,40,92.02%,6,-6
16-05-2021,League,Tyrone,780,1,25,28,Monaghan,549,2,13,19,Y,1.473684211,40,85.25%,9,-9
16-05-2021,League,Cavan,79,1,19,22,Fermanagh,155,2,16,22,Y,1,40,58.44%,-3,3
16-05-2021,League,Leitrim,338,2,12,18,Louth,378,1,16,19,Y,1.055555556,40,62.40%,-26,26
22-05-2021,League,Tipperary,2108,2,19,25,Galway,2165,0,20,20,Y,1.25,40,60.55%,20,-20
22-05-2021,League,Dublin,1749,1,26,29,Antrim,1591,1,18,21,Y,1.380952381,40,80.51%,11,-11
22-05-2021,League,Longford,473,2,22,28,Tyrone,789,2,22,28,Y,1,40,31.77%,7,-7
22-05-2021,League,Sligo,718,2,24,30,Armagh,866,1,18,21,Y,1.428571429,40,50.23%,28,-28
23-05-2021,League,Cork,1941,7,27,48,Westmeath,1393,0,15,15,Y,2,40,96.14%,3,-3
23-05-2021,League,Waterford,1992,1,22,25,Limerick,2309,0,21,21,Y,1.19047619,40,31.67%,33,-33
23-05-2021,League,Laois,1568,1,17,20,Clare,1925,2,27,33,Y,1.65,40,27.82%,-18,18
23-05-2021,League,Kerry,1462,1,24,27,Meath,1194,0,24,24,Y,1.125,40,87.27%,6,-6
23-05-2021,League,Carlow,1405,1,17,20,Offaly,1455,2,25,31,Y,1.55,40,61.31%,-38,38
23-05-2021,League,Wicklow,1134,0,14,14,Down,1300,3,26,35,Y,2,40,48.16%,-39,39
23-05-2021,League,Donegal,965,4,28,40,Mayo,1035,0,13,13,Y,2,40,59.11%,33,-33
23-05-2021,League,Kildare,1167,5,17,32,Derry,990,1,14,17,Y,1.882352941,40,81.85%,14,-14
23-05-2021,League,Louth,404,0,19,19,Cavan,76,2,12,18,Y,1.055555556,40,90.04%,4,-4
23-05-2021,League,Fermanagh,158,1,19,22,Leitrim,312,1,11,14,Y,1.571428571,40,49.54%,32,-32
29-05-2021,League,Sligo,746,5,23,38,Longford,480,2,19,25,Y,1.52,40,87.17%,8,-8
30-05-2021,League,Kilkenny,2049,2,27,33,Wexford,1961,0,23,23,Y,1.434782609,40,74.95%,14,-14
30-05-2021,League,Monaghan,540,2,15,21,Armagh,838,1,27,30,Y,1.428571429,40,33.59%,-19,19
05-06-2021,League,Limerick,2276,0,33,33,Cork,1944,2,19,25,Y,1.32,40,90.20%,5,-5
05-06-2021,League,Dublin,1760,2,23,29,Clare,1943,0,34,34,Y,1.172413793,40,46.21%,-22,22
05-06-2021,League,Antrim,1580,1,21,24,Wexford,1947,2,18,24,Y,1,40,26.91%,9,-9
05-06-2021,League,Kerry,1468,4,30,42,Wicklow,1095,1,17,20,Y,2,40,91.75%,7,-7
06-06-2021,League,Westmeath,1390,0,16,16,Tipperary,2128,4,27,39,Y,2,40,6.25%,-5,5
06-06-2021,League,Galway,2145,4,28,40,Waterford,2025,3,23,32,Y,1.25,40,77.62%,11,-11
06-06-2021,League,Kilkenny,2063,1,29,32,Laois,1550,0,22,22,Y,1.454545455,40,95.49%,3,-3
06-06-2021,League,Meath,1188,0,17,17,Carlow,1367,5,28,43,Y,2,40,46.67%,-37,37
06-06-2021,League,Offaly,1493,5,25,40,Down,1339,1,19,22,Y,1.818181818,40,80.22%,14,-14
06-06-2021,League,Derry,976,3,22,31,Donegal,998,3,21,30,Y,1.033333333,40,64.32%,15,-15
06-06-2021,League,Roscommon,886,0,10,10,Kildare,1181,4,25,37,Y,2,40,33.90%,-27,27
06-06-2021,League,Louth,408,3,16,25,Fermanagh,190,0,15,15,Y,1.666666667,40,84.48%,10,-10
06-06-2021,League,Leitrim,280,1,17,20,Cavan,72,1,20,23,Y,1.15,40,83.87%,-39,39
12-06-2021,League,Clare,1965,4,20,32,Kilkenny,2066,1,25,28,Y,1.142857143,40,55.62%,20,-20
12-06-2021,League,Antrim,1589,2,23,29,Laois,1547,1,22,25,Y,1.16,40,70.77%,14,-14
12-06-2021,League,Wexford,1938,0,25,25,Dublin,1738,1,18,21,Y,1.19047619,40,83.37%,8,-8
12-06-2021,League,Derry,991,1,26,29,Roscommon,859,0,14,14,Y,2,40,78.56%,17,-17
12-06-2021,League,Mayo,1002,1,19,22,Kildare,1208,2,24,30,Y,1.363636364,40,43.59%,-24,24
12-06-2021,League,Longford,472,3,13,22,Monaghan,521,1,20,23,Y,1.045454545,40,61.42%,-26,26
12-06-2021,League,Tyrone,782,0,13,13,Sligo,754,1,18,21,Y,1.615384615,40,69.42%,-45,45
13-06-2021,League,Westmeath,1385,0,18,18,Limerick,2281,3,26,35,Y,1.944444444,40,3.12%,-2,2
13-06-2021,League,Cork,1939,2,23,29,Galway,2156,3,25,34,Y,1.172413793,40,42.35%,-20,20
13-06-2021,League,Waterford,2014,2,29,35,Tipperary,2133,3,21,30,Y,1.166666667,40,53.56%,22,-22
13-06-2021,League,Down,1325,4,23,35,Meath,1151,0,14,14,Y,2,40,81.64%,15,-15
13-06-2021,League,Carlow,1404,3,25,34,Kerry,1475,0,14,14,Y,2,40,59.00%,33,-33
13-06-2021,League,Wicklow,1088,0,10,10,Offaly,1507,1,32,35,Y,2,40,22.46%,-18,18
19-06-2021,League,Armagh,857,1,25,28,Tyrone,737,2,19,25,Y,1.12,40,77.62%,10,-10
19-06-2021,League,Monaghan,547,0,19,19,Sligo,799,0,21,21,Y,1.105263158,40,38.47%,-17,17
26-06-2021,Secondary,Kildare,1232,3,16,25,Carlow,1437,2,22,28,Y,1.12,50,43.70%,-24,24
26-06-2021,Secondary,Kerry,1442,2,24,30,Down,1340,1,21,24,Y,1.25,50,76.14%,15,-15
26-06-2021,Secondary,Wicklow,1070,2,18,24,Roscommon,842,1,11,14,Y,1.714285714,50,85.08%,13,-13
26-06-2021,Secondary,Donegal,983,0,17,17,Mayo,978,2,14,20,Y,1.176470588,50,67.12%,-39,39
26-06-2021,Secondary,Longford,446,8,25,49,Louth,418,3,19,28,Y,1.75,50,69.42%,27,-27
26-06-2021,Provincial,Wexford,1946,5,21,36,Laois,1533,1,13,16,N,2,60,87.01%,16,-16
26-06-2021,Provincial,Dublin,1730,3,31,40,Antrim,1603,0,22,22,N,1.818181818,60,64.22%,39,-39
27-06-2021,Provincial,Waterford,2036,0,21,21,Clare,1985,1,22,25,N,1.19047619,60,55.84%,-40,40
03-07-2021,Provincial,Dublin,1769,1,18,21,Galway,2176,1,14,17,Y,1.235294118,60,23.44%,57,-57
03-07-2021,Provincial,Kilkenny,2046,2,37,43,Wexford,1962,2,29,35,N,1.228571429,60,59.55%,30,-30
03-07-2021,Provincial,Limerick,2283,2,22,28,Cork,1919,1,17,20,N,1.4,60,84.24%,13,-13
03-07-2021,Secondary,Carlow,1461,0,18,18,Westmeath,1383,0,23,23,Y,1.277777778,50,74.08%,-47,47
03-07-2021,Secondary,Down,1325,1,27,30,Meath,1136,2,16,22,Y,1.363636364,50,82.65%,12,-12
03-07-2021,Secondary,Roscommon,829,1,15,18,Derry,1008,0,19,19,Y,1.055555556,50,46.67%,-25,25
03-07-2021,Secondary,Sligo,816,2,17,23,Offaly,1525,2,39,45,Y,1.956521739,50,7.08%,-7,7
03-07-2021,Secondary,Mayo,1017,0,29,29,Leitrim,241,0,9,9,Y,2,50,98.61%,1,-1
03-07-2021,Secondary,Armagh,867,1,16,19,Tyrone,727,1,18,21,Y,1.105263158,50,79.17%,-44,44
03-07-2021,Secondary,Louth,391,3,15,24,Monaghan,530,0,16,16,Y,1.5,50,51.27%,37,-37
04-07-2021,Provincial,Tipperary,2111,3,23,32,Clare,2025,2,22,28,N,1.142857143,60,59.77%,28,-28
04-07-2021,Secondary,Cavan,111,1,16,19,Fermanagh,180,0,17,17,Y,1.117647059,50,59.22%,23,-23
10-07-2021,Qualifier,Laois,1517,2,27,33,Antrim,1564,2,21,27,N,1.222222222,60,44.61%,41,-41
10-07-2021,Secondary,Westmeath,1430,2,19,25,Kildare,1208,1,21,24,Y,1.041666667,50,84.72%,8,-8
10-07-2021,Secondary,Meath,1124,0,28,28,Kerry,1457,1,21,24,Y,1.166666667,50,30.10%,41,-41
10-07-2021,Secondary,Derry,1033,2,23,29,Wicklow,1083,0,19,19,Y,1.526315789,50,61.31%,30,-30
10-07-2021,Secondary,Leitrim,240,4,10,22,Donegal,944,1,27,30,Y,1.363636364,50,7.23%,-5,5
10-07-2021,Secondary,Monaghan,493,0,19,19,Longford,473,1,16,19,Y,1,50,68.63%,-9,9
17-07-2021,Qualifier,Laois,1558,2,21,27,Waterford,1996,3,23,32,N,1.185185185,60,11.74%,-8,8
17-07-2021,Qualifier,Clare,1997,2,25,31,Wexford,1932,2,22,28,N,1.107142857,60,57.43%,28,-28
17-07-2021,Secondary,Kerry,1416,1,24,27,Westmeath,1438,2,28,34,N,1.259259259,50,47.47%,-30,30
17-07-2021,Secondary,Kildare,1200,1,15,18,Meath,1165,0,28,28,N,1.555555556,50,54.02%,-42,42
17-07-2021,Secondary,Roscommon,804,1,20,23,Sligo,809,2,18,24,Y,1.043478261,50,66.10%,-34,34
17-07-2021,Secondary,Leitrim,235,1,21,24,Armagh,823,7,25,46,N,1.916666667,50,6.25%,-6,6
17-07-2021,Secondary,Fermanagh,157,3,15,24,Monaghan,484,4,6,18,Y,1.333333333,50,30.68%,46,-46
17-07-2021,Provincial,Dublin,1826,0,19,19,Kilkenny,2076,1,25,28,Y,1.473684211,60,38.69%,-34,34
18-07-2021,Provincial,Tipperary,2139,3,21,30,Limerick,2296,2,29,35,N,1.166666667,60,32.67%,-23,23
24-07-2021,Qualifier,Waterford,2004,1,30,33,Galway,2119,3,20,29,N,1.137931034,60,37.06%,43,-43
24-07-2021,Qualifier,Clare,2025,1,23,26,Cork,1906,3,19,28,N,1.076923077,60,63.37%,-41,41
24-07-2021,League,Laois,1550,1,27,30,Westmeath,1468,0,27,27,Y,1.111111111,40,74.43%,11,-11
24-07-2021,Secondary,Derry,1063,0,28,28,Sligo,809,2,17,23,Y,1.217391304,50,86.54%,8,-8
24-07-2021,Secondary,Offaly,1532,6,30,48,Wicklow,1053,0,10,10,Y,2,50,90.08%,10,-10
24-07-2021,Secondary,Mayo,1018,2,23,29,Armagh,823,2,9,15,N,1.933333333,50,83.04%,16,-16
24-07-2021,Secondary,Tyrone,771,2,23,29,Donegal,949,1,21,24,Y,1.208333333,50,46.78%,32,-32
24-07-2021,Secondary,Longford,482,1,13,16,Fermanagh,157,1,21,24,Y,1.5,50,89.91%,-67,67
24-07-2021,Secondary,Cavan,134,1,21,24,Louth,428,0,20,20,Y,1.2,50,20.52%,48,-48
31-07-2021,Secondary,Mayo,1018,2,27,33,Tyrone,771,1,14,17,N,1.941176471,50,75.72%,24,-24
31-07-2021,All-Ireland,Tipperary,2139,2,27,33,Waterford,2004,4,28,40,N,1.212121212,80,65.06%,-63,63
31-07-2021,Secondary,Cavan,134,1,17,20,Fermanagh,203,3,26,35,N,1.75,50,42.12%,-37,37
31-07-2021,All-Ireland,Dublin,1792,0,24,24,Cork,1906,2,26,32,N,1.333333333,80,37.17%,-40,40
01-08-2021,Secondary,Offaly,1532,0,41,41,Derry,1063,2,14,20,N,2,50,89.66%,10,-10
07-08-2021,All-Ireland,Limerick,2319,1,25,28,Waterford,2047,0,17,17,N,1.647058824,80,77.78%,29,-29
08-08-2021,All-Ireland,Kilkenny,2110,1,32,35,Cork,1946,1,37,40,N,1.142857143,80,68.03%,-62,62
22-08-2021,All-Ireland,Limerick,2348,3,32,41,Cork,2008,1,22,25,N,1.64,80,82.72%,23,-23
25-01-2020,League,Tipperary,2222,0,18,18,Limerick,2152,2,14,20,Y,1.111111111,40,73.36%,-33,33
25-01-2020,League,Laois,1622,2,16,22,Wexford,1969,2,27,33,Y,1.5,40,28.76%,-17,17
25-01-2020,League,Mayo,1012,0,13,13,Kerry,1437,2,24,30,Y,2,40,21.99%,-18,18
25-01-2020,League,Roscommon,961,2,19,25,Warwickshire,780,1,10,13,Y,1.923076923,40,82.12%,14,-14
25-01-2020,League,Lancashire,395,0,15,15,Cavan,130,0,8,8,N,1.875,40,77.21%,17,-17
26-01-2020,League,Galway,2131,1,24,27,Westmeath,1493,0,10,10,Y,2,40,97.41%,2,-2
26-01-2020,League,Waterford,1847,1,24,27,Cork,1969,3,17,26,Y,1.038461538,40,53.22%,19,-19
26-01-2020,League,Kilkenny,2020,3,21,30,Dublin,1832,0,18,18,Y,1.666666667,40,82.59%,12,-12
26-01-2020,League,Clare,1985,1,27,30,Carlow,1459,0,14,14,Y,2,40,95.74%,3,-3
26-01-2020,League,Wicklow,1206,0,11,11,Antrim,1397,0,20,20,Y,1.818181818,40,45.29%,-33,33
26-01-2020,League,Offaly,1308,0,26,26,Meath,1300,1,21,24,Y,1.083333333,40,67.43%,14,-14
26-01-2020,League,Kildare,1072,2,26,32,London,974,0,20,20,Y,1.6,40,75.81%,15,-15
26-01-2020,League,Derry,955,1,19,22,Down,1252,0,19,19,Y,1.157894737,40,33.69%,31,-31
26-01-2020,League,Donegal,833,0,15,15,Armagh,880,2,17,23,Y,1.533333333,40,61.64%,-38,38
26-01-2020,League,Monaghan,720,0,18,18,Longford,498,2,15,21,Y,1.166666667,40,84.72%,-40,40
26-01-2020,League,Louth,458,1,16,19,Tyrone,762,1,21,24,Y,1.263157895,40,32.98%,-17,17
26-01-2020,League,Fermanagh,152,2,12,18,Leitrim,282,1,13,16,Y,1.125,40,52.30%,21,-21
01-02-2020,League,Cork,1950,2,24,30,Tipperary,2189,1,25,28,Y,1.071428571,40,39.89%,26,-26
01-02-2020,League,Warwickshire,766,0,1,1,Kildare,1087,5,19,34,Y,2,40,31.27%,-25,25
01-02-2020,League,Sligo,695,3,18,27,Lancashire,412,1,15,18,Y,1.5,40,88.02%,7,-7
02-02-2020,League,Westmeath,1491,1,15,18,Westmeath,1491,3,18,27,Y,1.5,40,66.61%,-40,40
02-02-2020,League,Limerick,2185,1,19,22,Galway,2133,0,14,14,Y,1.571428571,40,71.71%,18,-18
02-02-2020,League,Dublin,1820,4,18,30,Laois,1605,2,17,23,Y,1.304347826,40,84.30%,8,-8
02-02-2020,League,Kilkenny,2032,3,21,30,Carlow,1456,0,9,9,Y,2,40,96.59%,3,-3
02-02-2020,League,Wexford,1986,0,15,15,Clare,1988,0,18,18,Y,1.2,40,66.41%,-32,32
02-02-2020,League,Meath,1286,2,25,31,Wicklow,1173,3,18,27,Y,1.148148148,40,77.05%,11,-11
02-02-2020,League,Antrim,1430,4,19,31,Mayo,994,0,7,7,Y,2,40,93.69%,5,-5
02-02-2020,League,Kerry,1455,2,11,17,Offaly,1322,0,14,14,Y,1.214285714,40,78.64%,10,-10
02-02-2020,League,Down,1221,3,23,32,Roscommon,975,0,11,11,Y,2,40,86.10%,11,-11
02-02-2020,League,London,959,2,18,24,Derry,986,4,15,27,Y,1.125,40,63.79%,-29,29
02-02-2020,League,Longford,538,1,15,18,Louth,441,1,10,13,Y,1.384615385,40,75.72%,13,-13
02-02-2020,League,Armagh,918,3,25,34,Monaghan,680,1,10,13,Y,2,40,85.65%,11,-11
02-02-2020,League,Tyrone,779,1,15,18,Donegal,795,2,23,29,Y,1.611111111,40,64.96%,-42,42
02-02-2020,League,Cavan,113,0,17,17,Fermanagh,173,0,12,12,Y,1.416666667,40,60.22%,23,-23
15-02-2020,League,Carlow,1453,0,9,9,Dublin,1828,0,12,12,Y,1.333333333,40,26.19%,-14,14
15-02-2020,League,Meath,1297,0,8,8,Kerry,1465,0,13,13,Y,1.625,40,47.93%,-31,31
15-02-2020,League,Down,1232,3,22,31,Warwickshire,741,2,8,14,Y,2,40,95.04%,4,-4
15-02-2020,League,Cavan,136,0,5,5,Leitrim,261,0,13,13,Y,2,40,52.88%,-42,42
16-02-2020,League,Westmeath,1451,1,14,17,Cork,1976,3,12,21,Y,1.235294118,40,15.10%,-7,7
16-02-2020,League,Clare,2020,0,17,17,Laois,1597,0,9,9,Y,1.888888889,40,93.33%,5,-5
16-02-2020,League,Wexford,1954,1,16,19,Kilkenny,2035,1,14,17,Y,1.117647059,40,57.88%,19,-19
16-02-2020,League,Mayo,989,1,13,16,Wicklow,1162,1,16,19,Y,1.1875,40,47.35%,-22,22
16-02-2020,League,Roscommon,964,0,13,13,London,930,0,10,10,Y,1.3,40,70.00%,16,-16
16-02-2020,League,Longford,551,0,9,9,Armagh,929,0,9,9,Y,1,40,25.92%,10,-10
16-02-2020,League,Louth,428,1,10,13,Donegal,837,2,9,15,Y,1.153846154,40,23.28%,-11,11
16-02-2020,League,Monaghan,669,1,7,10,Tyrone,737,2,17,23,Y,2,40,59.33%,-47,47
22-02-2020,League,Dublin,1842,0,18,18,Wexford,1973,2,14,20,Y,1.111111111,40,52.19%,-23,23
22-02-2020,League,Laois,1592,0,15,15,Carlow,1439,0,14,14,Y,1.071428571,40,80.14%,9,-9
22-02-2020,League,Wicklow,1184,1,12,15,Kerry,1496,1,20,23,Y,1.533333333,40,32.17%,-20,20
22-02-2020,League,Derry,1015,4,22,34,Warwickshire,737,2,7,13,Y,2,40,87.77%,10,-10
22-02-2020,League,Lancashire,405,1,12,15,Fermanagh,150,0,6,6,N,2,40,76.39%,19,-19
23-02-2020,League,Waterford,1866,0,17,17,Galway,2115,0,16,16,Y,1.0625,40,38.80%,26,-26
23-02-2020,League,Cork,1983,2,21,27,Limerick,2203,0,29,29,Y,1.074074074,40,42.01%,-18,18
23-02-2020,League,Tipperary,2163,3,27,36,Westmeath,1444,0,16,16,Y,2,40,98.20%,1,-1
23-02-2020,League,Kilkenny,2016,1,19,22,Clare,2025,3,13,22,Y,1,40,65.69%,-6,6
23-02-2020,League,Antrim,1435,5,27,42,Meath,1266,1,15,18,Y,2,40,81.29%,15,-15
23-02-2020,League,Mayo,967,1,13,16,Offaly,1312,5,29,44,Y,2,40,28.95%,-23,23
23-02-2020,League,Kildare,1112,5,21,36,Roscommon,980,2,12,18,Y,2,40,78.56%,17,-17
23-02-2020,League,London,914,0,16,16,Down,1236,2,26,32,Y,2,40,31.17%,-25,25
23-02-2020,League,Armagh,919,1,19,22,Louth,417,1,18,21,Y,1.047619048,40,95.27%,2,-2
23-02-2020,League,Donegal,848,1,15,18,Monaghan,622,1,5,8,Y,2,40,84.96%,12,-12
23-02-2020,League,Tyrone,784,0,23,23,Longford,561,1,15,18,Y,1.277777778,40,84.78%,8,-8
23-02-2020,League,Sligo,702,2,17,23,Leitrim,303,1,15,18,Y,1.277777778,40,92.61%,4,-4
01-03-2020,League,Galway,2089,2,18,24,Cork,1965,1,16,19,Y,1.263157895,40,77.93%,11,-11
01-03-2020,League,Limerick,2221,1,24,27,Westmeath,1443,0,18,18,Y,1.5,40,98.63%,1,-1
01-03-2020,League,Tipperary,2164,0,24,24,Waterford,1892,2,16,22,Y,1.090909091,40,87.47%,5,-5
01-03-2020,League,Clare,2031,0,27,27,Dublin,1819,1,15,18,Y,1.5,40,84.12%,10,-10
01-03-2020,League,Kilkenny,2010,3,22,31,Laois,1601,1,19,22,Y,1.409090909,40,92.92%,4,-4
01-03-2020,League,Wexford,1996,2,29,35,Carlow,1430,1,11,14,Y,2,40,96.43%,3,-3
01-03-2020,League,Meath,1251,1,17,20,Mayo,944,0,18,18,Y,1.111111111,40,89.13%,5,-5
01-03-2020,League,Kerry,1516,2,14,20,Antrim,1450,2,20,26,Y,1.3,40,73.00%,-38,38
01-03-2020,League,Offaly,1335,4,29,41,Wicklow,1164,2,14,20,Y,2,40,81.43%,15,-15
01-03-2020,League,London,889,w/o,,0,Warwickshire,727,scr,,0,Y,,40,80.80%,0,0
01-03-2020,League,Down,1261,0,19,19,Kildare,1129,1,14,17,Y,1.117647059,40,78.56%,10,-10
01-03-2020,League,Roscommon,963,0,10,10,Derry,1025,0,16,16,Y,1.6,40,59.99%,-38,38
01-03-2020,League,Longford,553,0,13,13,Donegal,860,0,19,19,Y,1.461538462,40,32.67%,-19,19
01-03-2020,League,Monaghan,610,3,12,21,Louth,415,1,10,13,Y,1.615384615,40,83.04%,11,-11
01-03-2020,League,Armagh,921,3,16,25,Tyrone,792,0,25,25,Y,1,40,78.33%,-11,11
01-03-2020,League,Cavan,94,3,10,19,Sligo,706,4,20,32,Y,1.684210526,40,10.64%,-7,7
07-03-2020,League,Limerick,2222,1,21,24,Waterford,1887,1,17,20,Y,1.2,40,90.32%,5,-5
08-03-2020,League,Galway,2100,3,21,30,Tipperary,2169,3,13,22,Y,1.363636364,40,59.22%,22,-22
08-03-2020,League,Westmeath,1442,1,17,20,Carlow,1427,2,8,14,Y,1.428571429,40,68.13%,18,-18
08-03-2020,League,Offaly,1350,0,20,20,Antrim,1488,2,14,20,Y,1,40,51.38%,-1,1
08-03-2020,League,Derry,1063,2,16,22,Kildare,1119,3,13,22,Y,1,40,60.66%,-4,4
08-03-2020,League,London,889,2,14,20,Warwickshire,727,0,5,5,Y,2,40,80.80%,15,-15
08-03-2020,League,Donegal,879,1,18,21,Armagh,910,0,19,19,N,1.105263158,40,46.44%,24,-24
08-03-2020,League,Fermanagh,131,0,14,14,Sligo,713,3,21,30,Y,2,40,12.03%,-10,10
18-10-2020,League,Antrim,1489,2,23,29,Kerry,1478,2,20,26,N,1.115384615,40,51.27%,22,-22
18-10-2020,League,Down,1271,2,16,22,Derry,1059,0,17,17,N,1.294117647,40,72.64%,14,-14
18-10-2020,League,Sligo,723,3,17,26,Leitrim,299,2,16,22,N,1.181818182,40,87.57%,6,-6
24-10-2020,Provincial,Dublin,1809,2,31,37,Laois,1597,0,23,23,Y,1.608695652,60,84.12%,15,-15
24-10-2020,Secondary,Offaly,1349,,,scr,Kildare,1123,,,w/o,Y,,,,,
24-10-2020,Secondary,Donegal,903,2,13,19,Longford,534,1,14,17,Y,1.117647059,50,91.61%,5,-5
24-10-2020,Secondary,Monaghan,621,2,10,16,Mayo,939,3,32,41,Y,2,50,31.57%,-32,32
24-10-2020,Secondary,Armagh,886,1,21,24,Leitrim,293,0,12,12,Y,2,50,96.84%,3,-3
24-10-2020,Secondary,Louth,404,1,15,18,Fermanagh,121,3,10,19,Y,1.055555556,50,88.02%,-46,46
25-10-2020,Provincial,Limerick,2227,0,36,36,Clare,2041,1,23,26,N,1.384615385,60,70.19%,25,-25
25-10-2020,Secondary,Kerry,1456,1,20,23,Meath,1256,0,13,13,Y,1.769230769,50,83.37%,15,-15
25-10-2020,Secondary,Antrim,1511,4,25,37,Westmeath,1460,1,15,18,Y,2,50,71.62%,28,-28
25-10-2020,Secondary,Roscommon,925,3,14,23,Wicklow,1149,2,19,25,Y,1.086956522,50,41.56%,-23,23
25-10-2020,Secondary,Derry,1045,,,w/o,Sligo,729,,,scr,Y,,,,,
31-10-2020,Provincial,Dublin,1824,2,22,28,Kilkenny,2014,3,20,29,Y,1.035714286,60,45.41%,-28,28
31-10-2020,Provincial,Galway,2122,1,27,30,Wexford,1999,0,17,17,N,1.764705882,60,63.79%,38,-38
31-10-2020,Provincial,Cork,1954,1,24,27,Waterford,1882,1,28,31,N,1.148148148,60,58.21%,-40,40
31-10-2020,Secondary,Westmeath,1432,0,19,19,Kerry,1471,2,14,20,Y,1.052631579,50,62.51%,-33,33
31-10-2020,Secondary,Carlow,1409,2,25,31,Antrim,1539,5,16,31,Y,1,50,52.30%,-1,1
31-10-2020,Secondary,Down,1285,1,13,16,Derry,1045,0,13,13,Y,1.230769231,50,85.77%,9,-9
31-10-2020,Secondary,Donegal,908,3,13,22,Armagh,889,1,9,12,Y,1.833333333,50,68.53%,29,-29
31-10-2020,Secondary,Tyrone,803,0,9,9,Mayo,971,1,24,27,Y,2,50,47.93%,-48,48
01-11-2020,Provincial,Tipperary,2147,2,17,23,Limerick,2252,3,23,32,N,1.391304348,60,38.14%,-32,32
01-11-2020,Secondary,Kildare,1123,2,14,20,Wicklow,1172,1,10,13,Y,1.538461538,50,61.42%,30,-30
01-11-2020,Secondary,Fermanagh,167,0,16,16,Cavan,87,1,13,16,Y,1,50,74.25%,-12,12
07-11-2020,Qualifier,Laois,1582,3,17,26,Clare,2016,0,27,27,N,1.038461538,60,11.93%,-7,7
07-11-2020,Qualifier,Dublin,1796,0,22,22,Cork,1914,1,25,28,N,1.272727273,60,36.74%,-28,28
07-11-2020,Secondary,Carlow,1408,1,22,25,Meath,1241,1,21,24,Y,1.041666667,50,81.15%,10,-10
07-11-2020,Secondary,Derry,1036,1,12,15,Offaly,1349,0,32,32,Y,2,50,32.07%,-32,32
07-11-2020,Secondary,Longford,529,0,12,12,Leitrim,290,1,11,14,Y,1.166666667,50,85.71%,-50,50
07-11-2020,Secondary,Monaghan,589,1,12,15,Tyrone,755,2,19,25,Y,1.666666667,50,48.16%,-40,40
08-11-2020,Secondary,Roscommon,902,0,20,20,Sligo,729,0,17,17,Y,1.176470588,50,81.57%,11,-11
08-11-2020,Secondary,Cavan,99,0,16,16,Louth,358,1,14,17,Y,1.0625,50,37.71%,-20,20
14-11-2020,Qualifier,Clare,2023,1,21,24,Wexford,1961,0,17,17,N,1.411764706,60,57.09%,36,-36
14-11-2020,Qualifier,Cork,1942,1,17,20,Tipperary,2115,2,18,24,N,1.2,60,31.07%,-22,22
14-11-2020,Provincial,Kilkenny,2042,2,20,26,Galway,2160,0,24,24,N,1.083333333,60,36.74%,41,-41
14-11-2020,Secondary,Antrim,1540,3,18,27,Kerry,1504,2,14,20,Y,1.35,50,70.19%,20,-20
14-11-2020,Secondary,Down,1294,2,20,26,Offaly,1381,1,23,26,Y,1,50,57.20%,-4,4
14-11-2020,Secondary,Kildare,1153,3,24,33,Roscommon,913,1,9,12,Y,2,50,85.77%,14,-14
14-11-2020,Secondary,Mayo,1019,3,23,32,Leitrim,340,1,11,14,Y,2,50,97.85%,2,-2
14-11-2020,Secondary,Donegal,937,3,25,34,Tyrone,795,1,21,24,Y,1.416666667,50,79.33%,15,-15
15-11-2020,Provincial,Limerick,2284,0,25,25,Waterford,1922,0,21,21,N,1.19047619,60,84.12%,11,-11
21-11-2020,All-Ireland,Galway,2119,3,23,32,Tipperary,2137,2,24,30,N,1.066666667,80,47.93%,44,-44
21-11-2020,All-Ireland,Waterford,1911,3,27,36,Clare,2059,3,18,27,N,1.333333333,80,33.59%,71,-71
21-11-2020,Secondary,Meath,1231,1,19,22,Westmeath,1399,2,20,26,Y,1.181818182,50,47.93%,-28,28
21-11-2020,Secondary,Kerry,1484,2,22,28,Carlow,1418,1,23,26,Y,1.076923077,50,73.00%,15,-15
22-11-2020,Secondary,Down,1290,0,22,22,Kildare,1167,3,16,25,N,1.136363636,50,63.79%,-36,36
22-11-2020,Secondary,Donegal,952,3,18,27,Mayo,1021,0,21,21,N,1.285714286,50,42.12%,37,-37
28-11-2020,All-Ireland,Kilkenny,2083,2,23,29,Waterford,1982,2,27,33,N,1.137931034,80,61.42%,-56,56
